INPUT:first_url	INPUT:second_url	INPUT:first_text	INPUT:second_text	GOLDEN:result
https://t.me/rtvimain/57012	https://t.me/rtvimain/57016	Некоторые из тех депутатов, которые изъявляли желание отправиться в зону боевых действий, «прекрасно себя чувствуют в зале Госдумы», рассказал RTVI экс-сенатор, замглавы комитета Госдумы по охране здоровья Сергей Леонов (ЛДПР). «Не слежу за этим вопросом [самомобилизации депутатов]. Но вижу, что некоторые, кто изъявлял [желание отказаться от полномочий и мобилизоваться], прекрасно чувствуют себя в зале Госдумы. Впрочем, это вопрос индивидуальный и личное дело каждого», — сказал он. В марте в беседе с RTVI Леонов не исключал готовность отправиться на Украину в том случае, если такой указ подпишет президент России Владимир Путин. Парламентарий отмечал, что, будучи врачом, он воспримет такой приказ «как необходимость», хотя у него трое сыновей. Сергею Леонову 38 лет.	Все депутаты фракции ЛДПР работают на территориях проведения военной операции. Делегация из 10 парламентариев во главе с лидером фракции Леонидом Слуцким две недели назад ездила в Мелитополь, заявили RTVI в пресс-службе ЛДПР. «У нас абсолютно все депутаты фракции работали и работают в СВО. Мы буквально 2 недели назад делегацией из 10 человек во главе с Леонидом Слуцким, Ярославом Ниловым, Алексеем Диденко, Сергеем Леоновым и сенаторами Деньгиным и Абрамовым побывали в Мелитополе. Привезли гуманитарный груз: компьютеры в школу, медикаменты, одеяла и санитарные принадлежности в госпиталь, встречались с [врио Запорожской области Евгением] Балицким. Будем по его просьбе работать с правительством России над решением основных проблем региона. Мы первыми поехали в Еленовку вскоре после злополучного обстрела СИЗО украинскими военными и привезли туда 40 иностранных журналистов, чтобы показать реальную картину. У нас 5 депутатов кураторов новых регионов. Леонид Слуцкий курирует все 4 и регулярно их посещает. Еще четверо — по одному. Донецкую Народную Республику будет курировать Владимир Кошелев. Луганскую Народную Республику — ее уроженец Аркадий Свистунов. Запорожье — Станислав Наумов. Херсонскую область — Андрей Луговой» Подпишись на RTVI.	bad
https://t.me/Ateobreaking/74519	https://t.me/meduzalive/71680	Эрдоган посоветовал Зеленскому урегулировать конфликт путём переговоров.	Владимир Зеленский провел телефонные переговоры с Реджепом Эрдоганом. «Поблагодарил за твердую позицию по поддержке территориальной целостности и суверенитета Украины. Отметил особую роль Турции в зерновой инициативе и ее продлении. Высоко оценили взаимодействие Украины и Турции в сфере безопасности», — сообщил президент Украины в твиттере.	bad
https://t.me/ru2ch_news/58528	https://t.me/rian_ru/182637	В Ростовской области на ж/д вокзалах провожающих пускают к поездам по спецталонам и пропускам. Новые правила стали действовать после введения режима «среднего уровня реагирования».	Меры контроля на границе между Ростовской областью и Донбассом могут быть усилены после введения в регионе среднего уровня реагирования, сказал губернатор.	bad
https://t.me/readovkanews/44905	https://t.me/fontankaspb/31367	Путин подписал закон об эксперименте по онлайн-продаже рецептурных лекарств. Эксперимент начнется 1 марта в Москве, Подмосковье и Белгородской области, он продлится три года.	С 1 марта в экспериментальном режиме в России стартует онлайн-продажа рецептурных лекарств. Первыми станут Москва, Подмосковье и Белгородская область, эксперимент продлится 3 года. Такой закон подписал сегодня Владимир Путин.	ok
https://t.me/bbbreaking/138948	https://t.me/radiosvoboda/30240	Функции Ростуризма переходят Минэкономразвития, ведомству поручено создать нормативную базу с учетом новых функций в течение полугода — указ.	Владимир Путин подписал указ об упразднении Ростуризма. Его функции передадут Минэкономразвития.	ok
https://t.me/rian_ru/182873	https://t.me/rtvinews/32757	Власти Херсонской области из-за угрозы обстрелов и терактов призывают жителей незамедлительно покинуть Херсон и переправиться на левый берег Днепра.	Администрация Херсонской области призвала мирных жителей «незамедлительно» покинуть Херсон. «Из-за напряженной ситуации на фронте, повышенной опасности массированных обстрелов города и угрозы террористических атак все мирные жители должны незамедлительно покинуть город и переправиться на левый берег Днепра! Позаботьтесь о безопасности своих родных и близких! Не забывайте документы, деньги, ценные вещи и одежду», — говорится в телеграм-канале администрации.	ok
https://t.me/bbcrussian/36526	https://t.me/breakingmash/39290	"СК РФ: при обстреле Шебекино погиб несовершеннолетний. Следственный комитет России подтвердил, что при обстреле города Шебекино в Белгородской области погибли два человека, в том числе несовершеннолетний. ""Кроме того, почти 15 тыс. местных жителей остались без электроснабжения"", - пишет СК в своем телеграм-канале. Газета ""Известия"" сообщает, что в Шебекино погибли мужчина и 16-летний юноша. Власти Украины пока не комментировали сообщения об обстреле Шебекино."	Два человека погибли после атаки ВСУ Шебекино — губернатор Гладков. Также власти города сообщают, что 15 тысяч человек остались без электричества. На первичный ремонт и переподключение потребуется пять-шесть часов.	ok
https://t.me/rgrunews/60266	https://t.me/stormdaily/52548	Граждане России могут подать жалобу на завышение цен или тарифов. Подробную инструкцию представила в своем Telegram-канале Федеральная антимонопольная служба. Российская газета.	▪ Депутаты от «Единой России» внесли в Госдуму пакет законопроектов, которые ужесточают уголовную и административную ответственность за незаконное проникновение на гособъекты. Как отмечают авторы инициативы, важные государственные объекты, спецгрузы и сооружения могут быть привлекательны для совершения диверсий и террористических актов со стороны ВСУ и националистических формирований. Предлагается ввести штраф до 500 тысяч рублей, ограничение свободы на срок до двух лет либо лишение свободы на тот же срок.	bad
https://t.me/rbc_news/61016	https://t.me/tass_agency/161800	Владимир Зеленский ввел в действие решение СНБО о санкциях в отношении российских бизнесменов, включая Ротенберга, Михельсона, Керимова, Прохорова, следует из документа.	Владимир Зеленский ввел в действие решение Совета национальной безопасности и обороны о санкциях в отношении супруги и дочери министра иностранных дел России Сергея Лаврова сроком на 10 лет. Они предусматривают 13 ограничительных мер, в том числе блокировку активов и запрет приобретения земельных участков.	bad
https://t.me/bbbreaking/140109	https://t.me/afishadaily/24428	Решение о продлении зерновой сделки после 18 ноября будет приниматься вне зависимости от нынешнего решения Москвы по возобновлению участия — МИД РФ.	Россия возобновляет участие в «зерновой сделке», так как получила гарантии от Украины о неиспользовании зернового коридора для ведения боевых действий против Москвы. В Минобороны сообщили, что это стало возможным благодаря посредничеству ООН и Турции.	bad
